station id, station name, valid,povp. T [°C],količina padavin [mm]

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 02:00,8.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 02:10,8.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 02:20,8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 02:30,8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 02:40,7.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 02:50,7.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 03:00,7.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 03:10,7.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 03:20,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 03:30,7.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 03:40,7.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 03:50,7.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 04:00,7.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 04:10,7.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 04:20,7.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 04:30,7.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 04:40,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 04:50,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 05:00,7.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 05:10,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 05:20,7.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 05:30,7.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 05:40,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 05:50,7.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 06:00,7.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 06:10,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 06:20,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 06:30,7.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 06:40,7.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 06:50,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 07:00,7.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 07:10,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 07:20,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 07:30,7.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 07:40,7.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 07:50,7.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 08:00,7.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 08:10,7.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 08:20,7.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 08:30,7.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 08:40,8.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 08:50,8.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 09:00,8.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 09:10,9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 09:20,9.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 09:30,10,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 09:40,10.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 09:50,11.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 10:00,11.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 10:10,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 10:20,13.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 10:30,13.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 10:40,14,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 10:50,14.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 11:00,14.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 11:10,15.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 11:20,15.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 11:30,15.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 11:40,15.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 11:50,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 12:00,16.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 12:10,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 12:20,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 12:30,16.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 12:40,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 12:50,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 13:00,16.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 13:10,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 13:20,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 13:30,17,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 13:40,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 13:50,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 14:00,16.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 14:10,16.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 14:20,16.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 14:30,16.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 14:40,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 14:50,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 15:00,17.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 15:10,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 15:20,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 15:30,17,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 15:40,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 15:50,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 16:00,16.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 16:10,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 16:20,15.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 16:30,16.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 16:40,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 16:50,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 17:00,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 17:10,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 17:20,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 17:30,15.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 17:40,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 17:50,15.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 18:00,14.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 18:10,14.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 18:20,13.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 18:30,13.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 18:40,13.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 18:50,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 19:00,12.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 19:10,12.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 19:20,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 19:30,11.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 19:40,11.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 19:50,11.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 20:00,11,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 20:10,10.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 20:20,10.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 20:30,10.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 20:40,10,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 20:50,9.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 21:00,9.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 21:10,9.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 21:20,9.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 21:30,9.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 21:40,9.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 21:50,9.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 22:00,9.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 22:10,9.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 22:20,9.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 22:30,9.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 22:40,8.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 22:50,8.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 23:00,8.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 23:10,8.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 23:20,8.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 23:30,8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 23:40,8.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-21 23:50,8.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 00:00,8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 00:10,7.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 00:20,7.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 00:30,7.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 00:40,7.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 00:50,7.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 01:00,7.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 01:10,7.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 01:20,7.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 01:30,7.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 01:40,7.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 01:50,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 02:00,7.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 02:10,7.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 02:20,7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 02:30,6.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 02:40,6.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 02:50,6.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 03:00,6.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 03:10,6.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 03:20,6.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 03:30,6.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 03:40,5.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 03:50,5.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 04:00,5.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 04:10,5.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 04:20,5.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 04:30,5.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 04:40,5.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 04:50,5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 05:00,5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 05:10,5.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 05:20,5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 05:30,5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 05:40,4.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 05:50,4.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 06:00,4.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 06:10,4.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 06:20,4.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 06:30,4.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 06:40,4.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 06:50,5.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 07:00,5.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 07:10,5.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 07:20,5.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 07:30,5.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 07:40,5.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 07:50,5.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 08:00,6.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 08:10,6.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 08:20,6.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 08:30,7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 08:40,7.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 08:50,7.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 09:00,8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 09:10,8.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 09:20,9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 09:30,9.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 09:40,10.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 09:50,10.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 10:00,11.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 10:10,11.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 10:20,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 10:30,12.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 10:40,13.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 10:50,14.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 11:00,14.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 11:10,14.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 11:20,15.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 11:30,15.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 11:40,15.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 11:50,15.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 12:00,16.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 12:10,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 12:20,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 12:30,16.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 12:40,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 12:50,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 13:00,17.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 13:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 13:20,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 13:30,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 13:40,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 13:50,17.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 14:00,17.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 14:10,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 14:20,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 14:30,16.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 14:40,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 14:50,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 15:00,17.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 15:10,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 15:20,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 15:30,16.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 15:40,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 15:50,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 16:00,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 16:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 16:20,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 16:30,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 16:40,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 16:50,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 17:00,16.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 17:10,16,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 17:20,15.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 17:30,15.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 17:40,15.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 17:50,14.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 18:00,14.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 18:10,14,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 18:20,13.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 18:30,13.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 18:40,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 18:50,12.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 19:00,12.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 19:10,11.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 19:20,11.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 19:30,11.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 19:40,11.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 19:50,11.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 20:00,10.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 20:10,10.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 20:20,10,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 20:30,10.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 20:40,10,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 20:50,9.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 21:00,9.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 21:10,9.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 21:20,9.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 21:30,9.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 21:40,9.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 21:50,9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 22:00,8.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 22:10,8.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 22:20,8.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 22:30,8.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 22:40,8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 22:50,7.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 23:00,7.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 23:10,7.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 23:20,7.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 23:30,7.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 23:40,7.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-22 23:50,7.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 00:00,7.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 00:10,7.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 00:20,7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 00:30,6.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 00:40,6.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 00:50,6.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 01:00,6.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 01:10,6.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 01:20,6.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 01:30,6.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 01:40,6.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 01:50,6.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 02:00,6.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 02:10,6.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 02:20,6.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 02:30,6.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 02:40,6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 02:50,5.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 03:00,5.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 03:10,5.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 03:20,5.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 03:30,5.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 03:40,5.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 03:50,5.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 04:00,5.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 04:10,5.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 04:20,5.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 04:30,5.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 04:40,5.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 04:50,5.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 05:00,5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 05:10,4.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 05:20,4.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 05:30,4.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 05:40,4.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 05:50,4.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 06:00,4.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 06:10,4.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 06:20,4.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 06:30,4.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 06:40,4.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 06:50,4.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 07:00,4.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 07:10,5.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 07:20,5.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 07:30,5.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 07:40,5.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 07:50,5.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 08:00,5.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 08:10,5.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 08:20,5.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 08:30,6.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 08:40,6.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 08:50,6.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 09:00,7.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 09:10,8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 09:20,8.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 09:30,9.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 09:40,9.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 09:50,10.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 10:00,10.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 10:10,11.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 10:20,12.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 10:30,12.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 10:40,13.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 10:50,13.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 11:00,14.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 11:10,14.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 11:20,14.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 11:30,14.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 11:40,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 11:50,15.8,

